"index","node_names","node_community","community_name"
94,"L_Default_94",1,"default"
95,"L_DorsalAttn_95",12,"dorsalAttention"
96,"L_FrontoParietal_96",5,"frontoparietal"
97,"L_Visual_97",4,"visual"
98,"L__98",4,"visual"
99,"L_Visual_99",4,"visual"
100,"L__100",12,"dorsalAttention"
101,"L_CinguloOperc_101",9,"cinguloopercular"
102,"L_Auditory_102",6,"auditory"
103,"L_CinguloOperc_103",9,"cinguloopercular"
104,"L_Auditory_104",6,"auditory"
105,"L_CinguloOperc_105",9,"cinguloopercular"
106,"L_DorsalAttn_106",12,"dorsalAttention"
107,"L_DorsalAttn_107",12,"dorsalAttention"
108,"L_FrontoParietal_108",5,"frontoparietal"
109,"L_FrontoParietal_109",5,"frontoparietal"
110,"L_DorsalAttn_110",12,"dorsalAttention"
111,"L_CinguloOperc_111",9,"cinguloopercular"
112,"L_CinguloOperc_112",9,"cinguloopercular"
113,"L_DorsalAttn_113",12,"dorsalAttention"
114,"L_Default_114",1,"default"
115,"L_None_115",13,"none"
116,"L_Default_116",1,"default"
117,"L_Default_117",1,"default"
118,"L_None_118",13,"none"
119,"L_None_119",13,"none"
120,"L_None_120",13,"none"
121,"L_None_121",13,"none"
122,"L_None_122",13,"none"
123,"L_None_123",13,"none"
124,"L_None_124",13,"none"
125,"L_None_125",13,"none"
126,"L__126",1,"default"
127,"L__127",1,"default"
128,"L__128",13,"none"
129,"L_None_129",13,"none"
130,"L__130",8,"retrosplenialTemporal"
131,"L__131",4,"visual"
132,"L__132",4,"visual"
133,"L__133",13,"none"
134,"L__134",13,"none"
135,"L__135",13,"none"
136,"L__136",4,"visual"
137,"L_Visual_137",4,"visual"
138,"L__138",4,"visual"
139,"L__139",4,"visual"
140,"L__140",4,"visual"
141,"L__141",4,"visual"
142,"L__142",13,"none"
143,"L__143",8,"retrosplenialTemporal"
144,"L__144",13,"none"
145,"L_Default_145",1,"default"
146,"L_Default_146",1,"default"
147,"L_CinguloOperc_147",9,"cinguloopercular"
148,"L_FrontoParietal_148",5,"frontoparietal"
149,"L_FrontoParietal_149",5,"frontoparietal"
150,"L_Default_150",1,"default"
151,"L_Default_151",1,"default"
152,"L_Default_152",1,"default"
153,"L_CinguloOperc_153",9,"cinguloopercular"
154,"L_Default_154",1,"default"
155,"L_DorsalAttn_155",12,"dorsalAttention"
156,"L_Default_156",1,"default"
157,"L_Default_157",1,"default"
158,"L_VentralAttn_158",10,"ventralAttention"
159,"L_None_159",13,"none"
160,"L__160",6,"auditory"
161,"L__161",10,"ventralAttention"
162,"R_Default_162",1,"default"
163,"R_SMhand_163",2,"somatomotorHand"
164,"R_SMmouth_164",3,"somatomotorMouth"
165,"R_Default_165",1,"default"
166,"R_Visual_166",4,"visual"
167,"R_FrontoParietal_167",5,"frontoparietal"
168,"R_FrontoParietal_168",5,"frontoparietal"
169,"R_Visual_169",4,"visual"
170,"R_FrontoParietal_170",5,"frontoparietal"
171,"R_Auditory_171",6,"auditory"
172,"R_None_172",13,"none"
173,"R_CinguloParietal_173",7,"cinguloparietal"
174,"R_RetrosplenialTemporal_174",8,"retrosplenialTemporal"
175,"R_Visual_175",4,"visual"
176,"R_Visual_176",4,"visual"
177,"R_Visual_177",4,"visual"
178,"R_None_178",13,"none"
179,"R_None_179",13,"none"
180,"R_CinguloOperc_180",9,"cinguloopercular"
181,"R_CinguloOperc_181",9,"cinguloopercular"
182,"R_FrontoParietal_182",5,"frontoparietal"
183,"R_Salience_183",11,"salience"
184,"R_Default_184",1,"default"
185,"R_CinguloOperc_185",9,"cinguloopercular"
186,"R_Default_186",1,"default"
187,"R_CinguloOperc_187",9,"cinguloopercular"
188,"R_CinguloOperc_188",9,"cinguloopercular"
189,"R_DorsalAttn_189",12,"dorsalAttention"
190,"R_SMhand_190",2,"somatomotorHand"
191,"R_SMhand_191",2,"somatomotorHand"
192,"R_CinguloOperc_192",9,"cinguloopercular"
193,"R_SMhand_193",2,"somatomotorHand"
194,"R_SMhand_194",2,"somatomotorHand"
195,"R_SMhand_195",2,"somatomotorHand"
196,"R_CinguloOperc_196",9,"cinguloopercular"
197,"R_SMmouth_197",3,"somatomotorMouth"
198,"R_CinguloOperc_198",9,"cinguloopercular"
199,"R_DorsalAttn_199",12,"dorsalAttention"
200,"R_Default_200",1,"default"
201,"R_SMhand_201",2,"somatomotorHand"
202,"R_SMhand_202",2,"somatomotorHand"
203,"R_DorsalAttn_203",12,"dorsalAttention"
204,"R_SMhand_204",2,"somatomotorHand"
205,"R_SMhand_205",2,"somatomotorHand"
206,"R_SMhand_206",2,"somatomotorHand"
207,"R_SMhand_207",2,"somatomotorHand"
208,"R_DorsalAttn_208",12,"dorsalAttention"
209,"R_SMhand_209",2,"somatomotorHand"
210,"R_SMhand_210",2,"somatomotorHand"
211,"R_DorsalAttn_211",12,"dorsalAttention"
212,"R_SMmouth_212",3,"somatomotorMouth"
213,"R_SMhand_213",2,"somatomotorHand"
214,"R_SMhand_214",2,"somatomotorHand"
215,"R_SMhand_215",2,"somatomotorHand"
216,"R_SMhand_216",2,"somatomotorHand"
217,"R_SMhand_217",2,"somatomotorHand"
218,"R_SMmouth_218",3,"somatomotorMouth"
219,"R_CinguloOperc_219",9,"cinguloopercular"
220,"R_Default_220",1,"default"
221,"R_VentralAttn_221",10,"ventralAttention"
222,"R_VentralAttn_222",10,"ventralAttention"
223,"R_CinguloOperc_223",9,"cinguloopercular"
224,"R_Auditory_224",6,"auditory"
225,"R_Default_225",1,"default"
226,"R_VentralAttn_226",10,"ventralAttention"
227,"R_Auditory_227",6,"auditory"
228,"R_VentralAttn_228",10,"ventralAttention"
229,"R_VentralAttn_229",10,"ventralAttention"
230,"R_Auditory_230",6,"auditory"
231,"R_VentralAttn_231",10,"ventralAttention"
232,"R_Auditory_232",6,"auditory"
233,"R_Auditory_233",6,"auditory"
234,"R_CinguloOperc_234",9,"cinguloopercular"
235,"R_CinguloOperc_235",9,"cinguloopercular"
236,"R_DorsalAttn_236",12,"dorsalAttention"
237,"R_VentralAttn_237",10,"ventralAttention"
238,"R_CinguloOperc_238",9,"cinguloopercular"
239,"R_Auditory_239",6,"auditory"
240,"R_FrontoParietal_240",5,"frontoparietal"
241,"R_VentralAttn_241",10,"ventralAttention"
242,"R_VentralAttn_242",10,"ventralAttention"
243,"R_VentralAttn_243",10,"ventralAttention"
244,"R_Auditory_244",6,"auditory"
245,"R_CinguloOperc_245",9,"cinguloopercular"
246,"R_CinguloOperc_246",9,"cinguloopercular"
247,"R_Salience_247",11,"salience"
248,"R_CinguloOperc_248",9,"cinguloopercular"
249,"R_CinguloOperc_249",9,"cinguloopercular"
250,"R_DorsalAttn_250",12,"dorsalAttention"
251,"R_Visual_251",4,"visual"
252,"R_DorsalAttn_252",12,"dorsalAttention"
253,"R_DorsalAttn_253",12,"dorsalAttention"
254,"R_CinguloParietal_254",7,"cinguloparietal"
255,"R_Visual_255",4,"visual"
256,"R_Visual_256",4,"visual"
257,"R_Default_257",1,"default"
258,"R_Visual_258",4,"visual"
259,"R_Default_259",1,"default"
260,"R_FrontoParietal_260",5,"frontoparietal"
261,"R_FrontoParietal_261",5,"frontoparietal"
262,"R_DorsalAttn_262",12,"dorsalAttention"
263,"R_Visual_263",4,"visual"
264,"R_Visual_264",4,"visual"
265,"R_Visual_265",4,"visual"
266,"R_DorsalAttn_266",12,"dorsalAttention"
267,"R_Visual_267",4,"visual"
268,"R_Auditory_268",6,"auditory"
269,"R_Auditory_269",6,"auditory"
270,"R_SMhand_270",2,"somatomotorHand"
271,"R_DorsalAttn_271",12,"dorsalAttention"
272,"R_FrontoParietal_272",5,"frontoparietal"
273,"R_FrontoParietal_273",5,"frontoparietal"
274,"R_CinguloOperc_274",9,"cinguloopercular"
275,"R_DorsalAttn_275",12,"dorsalAttention"
276,"R_FrontoParietal_276",5,"frontoparietal"
277,"R_FrontoParietal_277",5,"frontoparietal"
278,"R_Default_278",1,"default"
279,"R_Default_279",1,"default"
280,"R_None_280",13,"none"
281,"R_None_281",13,"none"
282,"R_None_282",13,"none"
283,"R_None_283",13,"none"
284,"R_None_284",13,"none"
285,"R_None_285",13,"none"
286,"R_None_286",13,"none"
287,"R_None_287",13,"none"
288,"R_None_288",13,"none"
289,"R_None_289",13,"none"
290,"R_Default_290",1,"default"
291,"R_None_291",13,"none"
292,"R_None_292",13,"none"
293,"R_Visual_293",4,"visual"
294,"R_RetrosplenialTemporal_294",8,"retrosplenialTemporal"
295,"R_RetrosplenialTemporal_295",8,"retrosplenialTemporal"
296,"R_None_296",13,"none"
297,"R_None_297",13,"none"
298,"R_Visual_298",4,"visual"
299,"R_Visual_299",4,"visual"
300,"R_None_300",13,"none"
301,"R_None_301",13,"none"
302,"R_None_302",13,"none"
303,"R_None_303",13,"none"
304,"R_None_304",13,"none"
305,"R_None_305",13,"none"
306,"R_None_306",13,"none"
307,"R_Visual_307",4,"visual"
308,"R_Visual_308",4,"visual"
309,"R_Visual_309",4,"visual"
310,"R_Visual_310",4,"visual"
311,"R_Visual_311",4,"visual"
312,"R_None_312",13,"none"
313,"R_RetrosplenialTemporal_313",8,"retrosplenialTemporal"
314,"R_None_314",13,"none"
315,"R_Default_315",1,"default"
316,"R_Default_316",1,"default"
317,"R_CinguloOperc_317",9,"cinguloopercular"
318,"R_CinguloOperc_318",9,"cinguloopercular"
319,"R_FrontoParietal_319",5,"frontoparietal"
320,"R_FrontoParietal_320",5,"frontoparietal"
321,"R_Default_321",1,"default"
322,"R_Default_322",1,"default"
323,"R_Default_323",1,"default"
324,"R_Default_324",1,"default"
325,"R_Default_325",1,"default"
326,"R_Default_326",1,"default"
327,"R_FrontoParietal_327",5,"frontoparietal"
328,"R_FrontoParietal_328",5,"frontoparietal"
329,"R_Auditory_329",6,"auditory"
330,"R_Auditory_330",6,"auditory"
331,"R_Default_331",1,"default"
332,"R_VentralAttn_332",10,"ventralAttention"
333,"R_VentralAttn_333",10,"ventralAttention"
