"index","node_names","node_community","community_name"
60,"LH_SomMot_29",2,"somatomotor"
61,"LH_SomMot_30",2,"somatomotor"
62,"LH_SomMot_31",2,"somatomotor"
63,"LH_SomMot_32",2,"somatomotor"
64,"LH_SomMot_33",2,"somatomotor"
65,"LH_SomMot_34",2,"somatomotor"
66,"LH_SomMot_35",2,"somatomotor"
67,"LH_SomMot_36",2,"somatomotor"
68,"LH_SomMot_37",2,"somatomotor"
69,"LH_DorsAttn_Post_1",3,"dorsalAttention"
70,"LH_DorsAttn_Post_2",3,"dorsalAttention"
71,"LH_DorsAttn_Post_3",3,"dorsalAttention"
72,"LH_DorsAttn_Post_4",3,"dorsalAttention"
73,"LH_DorsAttn_Post_5",3,"dorsalAttention"
74,"LH_DorsAttn_Post_6",3,"dorsalAttention"
75,"LH_DorsAttn_Post_7",3,"dorsalAttention"
76,"LH_DorsAttn_Post_8",3,"dorsalAttention"
77,"LH_DorsAttn_Post_9",3,"dorsalAttention"
78,"LH_DorsAttn_Post_10",3,"dorsalAttention"
79,"LH_DorsAttn_Post_11",3,"dorsalAttention"
80,"LH_DorsAttn_Post_12",3,"dorsalAttention"
81,"LH_DorsAttn_Post_13",3,"dorsalAttention"
82,"LH_DorsAttn_Post_14",3,"dorsalAttention"
83,"LH_DorsAttn_Post_15",3,"dorsalAttention"
84,"LH_DorsAttn_Post_16",3,"dorsalAttention"
85,"LH_DorsAttn_Post_17",3,"dorsalAttention"
86,"LH_DorsAttn_FEF_1",3,"dorsalAttention"
87,"LH_DorsAttn_FEF_2",3,"dorsalAttention"
88,"LH_DorsAttn_FEF_3",3,"dorsalAttention"
89,"LH_DorsAttn_FEF_4",3,"dorsalAttention"
90,"LH_DorsAttn_PrCv_1",3,"dorsalAttention"
91,"LH_DorsAttn_PrCv_2",3,"dorsalAttention"
92,"LH_SalVentAttn_ParOper_1",4,"salienceVentralAttention"
93,"LH_SalVentAttn_ParOper_2",4,"salienceVentralAttention"
94,"LH_SalVentAttn_ParOper_3",4,"salienceVentralAttention"
95,"LH_SalVentAttn_ParOper_4",4,"salienceVentralAttention"
96,"LH_SalVentAttn_TempOcc_1",4,"salienceVentralAttention"
97,"LH_SalVentAttn_FrOper_1",4,"salienceVentralAttention"
98,"LH_SalVentAttn_FrOper_2",4,"salienceVentralAttention"
99,"LH_SalVentAttn_FrOper_3",4,"salienceVentralAttention"
100,"LH_SalVentAttn_FrOper_4",4,"salienceVentralAttention"
101,"LH_SalVentAttn_FrOper_5",4,"salienceVentralAttention"
102,"LH_SalVentAttn_FrOper_6",4,"salienceVentralAttention"
103,"LH_SalVentAttn_FrOper_7",4,"salienceVentralAttention"
104,"LH_SalVentAttn_FrOper_8",4,"salienceVentralAttention"
105,"LH_SalVentAttn_FrOper_9",4,"salienceVentralAttention"
106,"LH_SalVentAttn_PFCl_1",4,"salienceVentralAttention"
107,"LH_SalVentAttn_Med_1",4,"salienceVentralAttention"
108,"LH_SalVentAttn_Med_2",4,"salienceVentralAttention"
109,"LH_SalVentAttn_Med_3",4,"salienceVentralAttention"
110,"LH_SalVentAttn_Med_4",4,"salienceVentralAttention"
111,"LH_SalVentAttn_Med_5",4,"salienceVentralAttention"
112,"LH_SalVentAttn_Med_6",4,"salienceVentralAttention"
113,"LH_SalVentAttn_Med_7",4,"salienceVentralAttention"
114,"LH_Limbic_OFC_1",5,"limbic"
115,"LH_Limbic_OFC_2",5,"limbic"
116,"LH_Limbic_OFC_3",5,"limbic"
117,"LH_Limbic_OFC_4",5,"limbic"
118,"LH_Limbic_OFC_5",5,"limbic"
119,"LH_Limbic_TempPole_1",5,"limbic"
120,"LH_Limbic_TempPole_2",5,"limbic"
121,"LH_Limbic_TempPole_3",5,"limbic"
122,"LH_Limbic_TempPole_4",5,"limbic"
123,"LH_Limbic_TempPole_5",5,"limbic"
124,"LH_Limbic_TempPole_6",5,"limbic"
125,"LH_Limbic_TempPole_7",5,"limbic"
126,"LH_Limbic_TempPole_8",5,"limbic"
127,"LH_Cont_Par_1",6,"frontoparietalControl"
128,"LH_Cont_Par_2",6,"frontoparietalControl"
129,"LH_Cont_Par_3",6,"frontoparietalControl"
130,"LH_Cont_Par_4",6,"frontoparietalControl"
131,"LH_Cont_Par_5",6,"frontoparietalControl"
132,"LH_Cont_Par_6",6,"frontoparietalControl"
133,"LH_Cont_Temp_1",6,"frontoparietalControl"
134,"LH_Cont_PFCl_1",6,"frontoparietalControl"
135,"LH_Cont_PFCl_2",6,"frontoparietalControl"
136,"LH_Cont_PFCl_3",6,"frontoparietalControl"
137,"LH_Cont_PFCl_4",6,"frontoparietalControl"
138,"LH_Cont_PFCl_5",6,"frontoparietalControl"
139,"LH_Cont_PFCl_6",6,"frontoparietalControl"
140,"LH_Cont_PFCl_7",6,"frontoparietalControl"
141,"LH_Cont_PFCl_8",6,"frontoparietalControl"
142,"LH_Cont_PFCl_9",6,"frontoparietalControl"
143,"LH_Cont_PFCv_1",6,"frontoparietalControl"
144,"LH_Cont_pCun_1",6,"frontoparietalControl"
145,"LH_Cont_pCun_2",6,"frontoparietalControl"
146,"LH_Cont_Cing_1",6,"frontoparietalControl"
147,"LH_Cont_Cing_2",6,"frontoparietalControl"
148,"LH_Cont_PFCmp_1",6,"frontoparietalControl"
149,"LH_Default_Temp_1",7,"default"
150,"LH_Default_Temp_2",7,"default"
151,"LH_Default_Temp_3",7,"default"
152,"LH_Default_Temp_4",7,"default"
153,"LH_Default_Temp_5",7,"default"
154,"LH_Default_Temp_6",7,"default"
155,"LH_Default_Temp_7",7,"default"
156,"LH_Default_Temp_8",7,"default"
157,"LH_Default_Temp_9",7,"default"
158,"LH_Default_Temp_10",7,"default"
159,"LH_Default_Temp_11",7,"default"
160,"LH_Default_Temp_12",7,"default"
161,"LH_Default_Temp_13",7,"default"
162,"LH_Default_Temp_14",7,"default"
163,"LH_Default_Temp_15",7,"default"
164,"LH_Default_Temp_16",7,"default"
165,"LH_Default_Temp_17",7,"default"
166,"LH_Default_PFC_1",7,"default"
167,"LH_Default_PFC_2",7,"default"
168,"LH_Default_PFC_3",7,"default"
169,"LH_Default_PFC_4",7,"default"
170,"LH_Default_PFC_5",7,"default"
171,"LH_Default_PFC_6",7,"default"
172,"LH_Default_PFC_7",7,"default"
173,"LH_Default_PFC_8",7,"default"
174,"LH_Default_PFC_9",7,"default"
175,"LH_Default_PFC_10",7,"default"
176,"LH_Default_PFC_11",7,"default"
177,"LH_Default_PFC_12",7,"default"
178,"LH_Default_PFC_13",7,"default"
179,"LH_Default_PFC_14",7,"default"
180,"LH_Default_PFC_15",7,"default"
181,"LH_Default_PFC_16",7,"default"
182,"LH_Default_PFC_17",7,"default"
183,"LH_Default_PFC_18",7,"default"
184,"LH_Default_PFC_19",7,"default"
185,"LH_Default_PFC_20",7,"default"
186,"LH_Default_PFC_21",7,"default"
187,"LH_Default_PFC_22",7,"default"
188,"LH_Default_PFC_23",7,"default"
189,"LH_Default_PFC_24",7,"default"
190,"LH_Default_PCC_1",7,"default"
191,"LH_Default_PCC_2",7,"default"
192,"LH_Default_PCC_3",7,"default"
193,"LH_Default_PCC_4",7,"default"
194,"LH_Default_PCC_5",7,"default"
195,"LH_Default_PCC_6",7,"default"
196,"LH_Default_PCC_7",7,"default"
197,"LH_Default_PCC_8",7,"default"
198,"LH_Default_PCC_9",7,"default"
199,"LH_Default_PCC_10",7,"default"
200,"LH_Default_PCC_11",7,"default"
201,"RH_Vis_1",1,"visual"
202,"RH_Vis_2",1,"visual"
203,"RH_Vis_3",1,"visual"
204,"RH_Vis_4",1,"visual"
205,"RH_Vis_5",1,"visual"
206,"RH_Vis_6",1,"visual"
207,"RH_Vis_7",1,"visual"
208,"RH_Vis_8",1,"visual"
209,"RH_Vis_9",1,"visual"
210,"RH_Vis_10",1,"visual"
211,"RH_Vis_11",1,"visual"
212,"RH_Vis_12",1,"visual"
213,"RH_Vis_13",1,"visual"
214,"RH_Vis_14",1,"visual"
215,"RH_Vis_15",1,"visual"
216,"RH_Vis_16",1,"visual"
217,"RH_Vis_17",1,"visual"
218,"RH_Vis_18",1,"visual"
219,"RH_Vis_19",1,"visual"
220,"RH_Vis_20",1,"visual"
221,"RH_Vis_21",1,"visual"
222,"RH_Vis_22",1,"visual"
223,"RH_Vis_23",1,"visual"
224,"RH_Vis_24",1,"visual"
225,"RH_Vis_25",1,"visual"
226,"RH_Vis_26",1,"visual"
227,"RH_Vis_27",1,"visual"
228,"RH_Vis_28",1,"visual"
229,"RH_Vis_29",1,"visual"
230,"RH_Vis_30",1,"visual"
231,"RH_SomMot_1",2,"somatomotor"
232,"RH_SomMot_2",2,"somatomotor"
233,"RH_SomMot_3",2,"somatomotor"
234,"RH_SomMot_4",2,"somatomotor"
235,"RH_SomMot_5",2,"somatomotor"
236,"RH_SomMot_6",2,"somatomotor"
237,"RH_SomMot_7",2,"somatomotor"
238,"RH_SomMot_8",2,"somatomotor"
239,"RH_SomMot_9",2,"somatomotor"
240,"RH_SomMot_10",2,"somatomotor"
241,"RH_SomMot_11",2,"somatomotor"
242,"RH_SomMot_12",2,"somatomotor"
243,"RH_SomMot_13",2,"somatomotor"
244,"RH_SomMot_14",2,"somatomotor"
245,"RH_SomMot_15",2,"somatomotor"
246,"RH_SomMot_16",2,"somatomotor"
247,"RH_SomMot_17",2,"somatomotor"
248,"RH_SomMot_18",2,"somatomotor"
249,"RH_SomMot_19",2,"somatomotor"
250,"RH_SomMot_20",2,"somatomotor"
251,"RH_SomMot_21",2,"somatomotor"
252,"RH_SomMot_22",2,"somatomotor"
253,"RH_SomMot_23",2,"somatomotor"
254,"RH_SomMot_24",2,"somatomotor"
255,"RH_SomMot_25",2,"somatomotor"
256,"RH_SomMot_26",2,"somatomotor"
257,"RH_SomMot_27",2,"somatomotor"
258,"RH_SomMot_28",2,"somatomotor"
259,"RH_SomMot_29",2,"somatomotor"
260,"RH_SomMot_30",2,"somatomotor"
261,"RH_SomMot_31",2,"somatomotor"
262,"RH_SomMot_32",2,"somatomotor"
263,"RH_SomMot_33",2,"somatomotor"
264,"RH_SomMot_34",2,"somatomotor"
265,"RH_SomMot_35",2,"somatomotor"
266,"RH_SomMot_36",2,"somatomotor"
267,"RH_SomMot_37",2,"somatomotor"
268,"RH_SomMot_38",2,"somatomotor"
269,"RH_SomMot_39",2,"somatomotor"
270,"RH_SomMot_40",2,"somatomotor"
271,"RH_DorsAttn_Post_1",3,"dorsalAttention"
272,"RH_DorsAttn_Post_2",3,"dorsalAttention"
273,"RH_DorsAttn_Post_3",3,"dorsalAttention"
274,"RH_DorsAttn_Post_4",3,"dorsalAttention"
275,"RH_DorsAttn_Post_5",3,"dorsalAttention"
276,"RH_DorsAttn_Post_6",3,"dorsalAttention"
277,"RH_DorsAttn_Post_7",3,"dorsalAttention"
278,"RH_DorsAttn_Post_8",3,"dorsalAttention"
279,"RH_DorsAttn_Post_9",3,"dorsalAttention"
280,"RH_DorsAttn_Post_10",3,"dorsalAttention"
281,"RH_DorsAttn_Post_11",3,"dorsalAttention"
282,"RH_DorsAttn_Post_12",3,"dorsalAttention"
283,"RH_DorsAttn_Post_13",3,"dorsalAttention"
284,"RH_DorsAttn_Post_14",3,"dorsalAttention"
285,"RH_DorsAttn_Post_15",3,"dorsalAttention"
286,"RH_DorsAttn_Post_16",3,"dorsalAttention"
287,"RH_DorsAttn_Post_17",3,"dorsalAttention"
288,"RH_DorsAttn_Post_18",3,"dorsalAttention"
289,"RH_DorsAttn_Post_19",3,"dorsalAttention"
290,"RH_DorsAttn_FEF_1",3,"dorsalAttention"
291,"RH_DorsAttn_FEF_2",3,"dorsalAttention"
292,"RH_DorsAttn_FEF_3",3,"dorsalAttention"
293,"RH_DorsAttn_PrCv_1",3,"dorsalAttention"
294,"RH_SalVentAttn_TempOccPar_1",4,"salienceVentralAttention"
295,"RH_SalVentAttn_TempOccPar_2",4,"salienceVentralAttention"
296,"RH_SalVentAttn_TempOccPar_3",4,"salienceVentralAttention"
297,"RH_SalVentAttn_TempOccPar_4",4,"salienceVentralAttention"
298,"RH_SalVentAttn_TempOccPar_5",4,"salienceVentralAttention"
299,"RH_SalVentAttn_TempOccPar_6",4,"salienceVentralAttention"
300,"RH_SalVentAttn_TempOccPar_7",4,"salienceVentralAttention"
301,"RH_SalVentAttn_PrC_1",4,"salienceVentralAttention"
302,"RH_SalVentAttn_FrOper_1",4,"salienceVentralAttention"
303,"RH_SalVentAttn_FrOper_2",4,"salienceVentralAttention"
304,"RH_SalVentAttn_FrOper_3",4,"salienceVentralAttention"
305,"RH_SalVentAttn_FrOper_4",4,"salienceVentralAttention"
306,"RH_SalVentAttn_FrOper_5",4,"salienceVentralAttention"
307,"RH_SalVentAttn_FrOper_6",4,"salienceVentralAttention"
308,"RH_SalVentAttn_FrOper_7",4,"salienceVentralAttention"
309,"RH_SalVentAttn_FrOper_8",4,"salienceVentralAttention"
310,"RH_SalVentAttn_PFCl_1",4,"salienceVentralAttention"
311,"RH_SalVentAttn_Med_1",4,"salienceVentralAttention"
312,"RH_SalVentAttn_Med_2",4,"salienceVentralAttention"
313,"RH_SalVentAttn_Med_3",4,"salienceVentralAttention"
314,"RH_SalVentAttn_Med_4",4,"salienceVentralAttention"
315,"RH_SalVentAttn_Med_5",4,"salienceVentralAttention"
316,"RH_SalVentAttn_Med_6",4,"salienceVentralAttention"
317,"RH_SalVentAttn_Med_7",4,"salienceVentralAttention"
318,"RH_SalVentAttn_Med_8",4,"salienceVentralAttention"
319,"RH_Limbic_OFC_1",5,"limbic"
320,"RH_Limbic_OFC_2",5,"limbic"
321,"RH_Limbic_OFC_3",5,"limbic"
322,"RH_Limbic_OFC_4",5,"limbic"
323,"RH_Limbic_OFC_5",5,"limbic"
324,"RH_Limbic_OFC_6",5,"limbic"
325,"RH_Limbic_TempPole_1",5,"limbic"
326,"RH_Limbic_TempPole_2",5,"limbic"
327,"RH_Limbic_TempPole_3",5,"limbic"
328,"RH_Limbic_TempPole_4",5,"limbic"
329,"RH_Limbic_TempPole_5",5,"limbic"
330,"RH_Limbic_TempPole_6",5,"limbic"
331,"RH_Limbic_TempPole_7",5,"limbic"
332,"RH_Cont_Par_1",6,"frontoparietalControl"
333,"RH_Cont_Par_2",6,"frontoparietalControl"
334,"RH_Cont_Par_3",6,"frontoparietalControl"
335,"RH_Cont_Par_4",6,"frontoparietalControl"
336,"RH_Cont_Par_5",6,"frontoparietalControl"
337,"RH_Cont_Par_6",6,"frontoparietalControl"
338,"RH_Cont_Temp_1",6,"frontoparietalControl"
339,"RH_Cont_Temp_2",6,"frontoparietalControl"
340,"RH_Cont_PFCv_1",6,"frontoparietalControl"
341,"RH_Cont_PFCl_1",6,"frontoparietalControl"
342,"RH_Cont_PFCl_2",6,"frontoparietalControl"
343,"RH_Cont_PFCl_3",6,"frontoparietalControl"
344,"RH_Cont_PFCl_4",6,"frontoparietalControl"
345,"RH_Cont_PFCl_5",6,"frontoparietalControl"
346,"RH_Cont_PFCl_6",6,"frontoparietalControl"
347,"RH_Cont_PFCl_7",6,"frontoparietalControl"
348,"RH_Cont_PFCl_8",6,"frontoparietalControl"
349,"RH_Cont_PFCl_9",6,"frontoparietalControl"
350,"RH_Cont_PFCl_10",6,"frontoparietalControl"
351,"RH_Cont_PFCl_11",6,"frontoparietalControl"
352,"RH_Cont_PFCl_12",6,"frontoparietalControl"
353,"RH_Cont_PFCl_13",6,"frontoparietalControl"
354,"RH_Cont_PFCl_14",6,"frontoparietalControl"
355,"RH_Cont_PFCl_15",6,"frontoparietalControl"
356,"RH_Cont_pCun_1",6,"frontoparietalControl"
357,"RH_Cont_pCun_2",6,"frontoparietalControl"
358,"RH_Cont_Cing_1",6,"frontoparietalControl"
359,"RH_Cont_Cing_2",6,"frontoparietalControl"
360,"RH_Cont_PFCmp_1",6,"frontoparietalControl"
361,"RH_Cont_PFCmp_2",6,"frontoparietalControl"
362,"RH_Default_Par_1",7,"default"
363,"RH_Default_Par_2",7,"default"
364,"RH_Default_Par_3",7,"default"
365,"RH_Default_Par_4",7,"default"
366,"RH_Default_Par_5",7,"default"
367,"RH_Default_Temp_1",7,"default"
368,"RH_Default_Temp_2",7,"default"
369,"RH_Default_Temp_3",7,"default"
370,"RH_Default_Temp_4",7,"default"
371,"RH_Default_Temp_5",7,"default"
372,"RH_Default_Temp_6",7,"default"
373,"RH_Default_Temp_7",7,"default"
374,"RH_Default_Temp_8",7,"default"
375,"RH_Default_PFCv_1",7,"default"
376,"RH_Default_PFCv_2",7,"default"
377,"RH_Default_PFCv_3",7,"default"
378,"RH_Default_PFCv_4",7,"default"
379,"RH_Default_PFCm_1",7,"default"
380,"RH_Default_PFCm_2",7,"default"
381,"RH_Default_PFCm_3",7,"default"
382,"RH_Default_PFCm_4",7,"default"
383,"RH_Default_PFCm_5",7,"default"
384,"RH_Default_PFCm_6",7,"default"
385,"RH_Default_PFCm_7",7,"default"
386,"RH_Default_PFCm_8",7,"default"
387,"RH_Default_PFCm_9",7,"default"
388,"RH_Default_PFCm_10",7,"default"
389,"RH_Default_PFCm_11",7,"default"
390,"RH_Default_PFCm_12",7,"default"
391,"RH_Default_PFCm_13",7,"default"
392,"RH_Default_PCC_1",7,"default"
393,"RH_Default_PCC_2",7,"default"
394,"RH_Default_PCC_3",7,"default"
395,"RH_Default_PCC_4",7,"default"
396,"RH_Default_PCC_5",7,"default"
397,"RH_Default_PCC_6",7,"default"
398,"RH_Default_PCC_7",7,"default"
399,"RH_Default_PCC_8",7,"default"
400,"RH_Default_PCC_9",7,"default"
